age,gender,city,income,spending_score,membership_years,recommend
42,Male,Delhi,85425,18,9.8,Yes
47,Male,Delhi,98518,97,6.8,Yes
31,Male,Mumbai,102844,72,4.4,Yes
24,Male,Mumbai,52919,81,3.2,Yes
34,Male,Chennai,110697,43,7.4,Yes
61,Male,Mumbai,77196,95,2.8,Yes
37,Female,Hyderabad,135600,98,2.1,Yes
53,Female,Bangalore,120625,6,5.5,Yes
26,Male,Mumbai,99401,86,3.3,No
55,Female,Mumbai,20495,78,6.5,Yes
39,Male,Hyderabad,64755,67,1.6,Yes
19,Female,Delhi,87684,12,6.7,Yes
41,Female,Delhi,53324,12,3.2,No
25,Male,Chennai,98929,66,0.5,Yes
28,Male,Hyderabad,21552,2,1.7,No
30,Male,Bangalore,71272,15,9.4,Yes
34,Female,Bangalore,55853,23,8.7,No
25,Male,Hyderabad,138192,29,2.7,No
38,Female,Bangalore,52924,81,7.9,Yes
35,Male,Delhi,94462,96,6.3,Yes
47,Female,Bangalore,116387,7,9.7,Yes
35,Female,Bangalore,43889,94,4.0,Yes
63,Male,Hyderabad,125466,28,7.0,No
64,Female,Hyderabad,74675,14,1.1,Yes
48,Female,Bangalore,142231,44,4.3,Yes
55,Male,Mumbai,93591,30,9.7,Yes
49,Female,Hyderabad,90190,81,5.6,Yes
28,Male,Chennai,42634,32,3.2,No
62,Male,Chennai,52363,70,1.6,Yes
42,Male,Delhi,83752,88,7.2,Yes
50,Male,Bangalore,97004,6,6.6,Yes
55,Female,Mumbai,76398,27,4.1,Yes
58,Female,Delhi,118458,82,9.5,Yes
25,Female,Bangalore,60718,88,0.7,Yes
28,Male,Hyderabad,133627,24,3.4,Yes
39,Female,Chennai,102916,34,9.3,Yes
41,Female,Mumbai,46870,40,3.5,No
58,Male,Chennai,57394,47,2.9,No
34,Male,Hyderabad,72057,79,5.6,Yes
29,Female,Bangalore,99795,75,8.3,Yes
63,Male,Hyderabad,100409,86,1.5,Yes
49,Male,Hyderabad,33016,24,9.5,No
32,Male,Chennai,62137,65,8.1,Yes
33,Male,Mumbai,20153,18,2.2,No
39,Female,Hyderabad,27853,44,7.3,No
45,Male,Chennai,32379,76,4.2,Yes
37,Male,Mumbai,35792,57,4.3,Yes
50,Male,Bangalore,141169,28,7.9,Yes
27,Male,Bangalore,58367,71,9.6,Yes
57,Male,Delhi,38100,23,1.7,No
49,Male,Chennai,146082,85,4.5,Yes
50,Male,Mumbai,133089,34,5.1,Yes
19,Male,Hyderabad,83456,11,4.1,Yes
50,Female,Bangalore,31049,86,4.0,Yes
50,Male,Mumbai,20786,35,1.0,No
58,Female,Chennai,89904,93,7.0,Yes
30,Male,Delhi,50699,42,4.6,No
47,Male,Bangalore,142784,28,2.4,No
50,Male,Mumbai,67691,82,8.3,Yes
30,Male,Mumbai,57040,78,8.1,Yes
43,Female,Mumbai,138455,82,5.1,Yes
39,Male,Chennai,112990,92,3.3,Yes
56,Male,Chennai,77986,24,6.6,Yes
19,Female,Chennai,58762,8,3.2,No
55,Female,Hyderabad,43600,53,2.7,No
56,Male,Mumbai,114774,72,7.4,Yes
43,Female,Bangalore,110777,4,0.9,No
63,Female,Chennai,39810,91,1.4,No
32,Female,Chennai,105703,5,0.6,No
51,Male,Mumbai,107347,97,2.0,Yes
59,Male,Chennai,125315,49,1.2,No
61,Male,Hyderabad,77204,98,10.0,Yes
57,Female,Hyderabad,40085,30,3.2,No
28,Male,Chennai,66854,72,1.9,Yes
20,Female,Mumbai,94797,63,2.8,Yes
23,Male,Mumbai,104269,47,9.4,Yes
26,Male,Mumbai,59779,26,5.4,No
23,Female,Delhi,76207,57,4.0,Yes
26,Male,Chennai,114615,37,8.8,Yes
56,Female,Mumbai,53980,98,4.3,Yes
48,Female,Hyderabad,76117,7,3.7,No
49,Male,Bangalore,34141,40,2.5,No
58,Female,Bangalore,29344,92,4.1,Yes
29,Male,Mumbai,125008,39,3.5,Yes
25,Male,Bangalore,35896,62,6.9,Yes
25,Female,Bangalore,109353,92,3.3,Yes
45,Male,Delhi,49813,78,6.0,Yes
37,Female,Hyderabad,104431,53,1.1,Yes
64,Male,Hyderabad,85679,4,2.3,No
24,Male,Delhi,30681,82,4.4,Yes
28,Male,Delhi,92903,25,9.4,Yes
37,Male,Bangalore,23228,7,4.1,No
33,Male,Chennai,24582,28,6.8,No
21,Female,Bangalore,98683,69,2.9,Yes
23,Female,Delhi,31397,67,1.7,No
39,Female,Hyderabad,58799,95,1.1,No
43,Female,Bangalore,57011,20,3.4,Yes
20,Female,Chennai,99183,83,2.0,Yes
58,Female,Bangalore,113254,11,2.2,No
59,Male,Mumbai,64264,67,7.7,Yes
31,Male,Bangalore,62317,87,0.7,Yes
28,Female,Delhi,67914,7,5.8,Yes
35,Female,Hyderabad,104633,23,4.1,Yes
29,Male,Hyderabad,122489,61,5.3,Yes
40,Male,Delhi,144237,71,5.8,Yes
29,Male,Mumbai,65254,34,3.5,Yes
30,Female,Delhi,60096,19,3.3,Yes
42,Female,Bangalore,73785,58,7.5,Yes
62,Female,Delhi,72344,9,8.8,Yes
36,Male,Delhi,134988,48,2.3,No
63,Male,Mumbai,102643,82,1.4,Yes
53,Female,Bangalore,140382,41,9.0,Yes
62,Female,Chennai,88546,48,3.8,No
25,Male,Chennai,91091,45,5.7,Yes
46,Male,Hyderabad,85603,25,3.9,Yes
49,Male,Delhi,48412,78,1.7,No
61,Male,Hyderabad,130489,25,6.1,Yes
35,Female,Mumbai,71658,19,5.5,Yes
23,Male,Chennai,119841,39,2.4,No
35,Male,Delhi,69549,79,4.8,Yes
36,Male,Mumbai,147595,80,8.1,Yes
39,Female,Mumbai,31549,27,6.1,No
54,Female,Delhi,91216,74,1.4,Yes
49,Male,Mumbai,45739,63,5.7,Yes
58,Male,Delhi,41209,68,7.2,Yes
20,Male,Delhi,127051,19,8.0,Yes
45,Female,Bangalore,107968,28,6.5,Yes
27,Female,Hyderabad,35116,85,2.0,No
52,Female,Mumbai,40045,78,7.2,Yes
46,Male,Mumbai,46327,33,6.9,No
32,Female,Bangalore,55709,10,0.7,No
50,Male,Bangalore,63617,83,4.4,Yes
24,Male,Bangalore,80139,30,3.7,Yes
29,Male,Chennai,46905,22,6.9,No
47,Female,Chennai,84148,3,2.6,No
38,Male,Chennai,92603,82,6.1,Yes
48,Female,Delhi,118095,75,9.2,Yes
41,Female,Mumbai,139779,48,8.1,No
37,Male,Hyderabad,62919,2,9.3,Yes
54,Male,Delhi,103521,76,9.8,Yes
21,Female,Mumbai,112905,54,0.6,No
45,Male,Mumbai,103400,6,6.4,Yes
61,Female,Bangalore,108150,40,4.4,Yes
37,Male,Bangalore,78446,93,8.7,No
41,Female,Delhi,72428,94,2.9,Yes
49,Female,Bangalore,67894,2,9.8,Yes
58,Female,Mumbai,101149,73,6.3,Yes
53,Female,Bangalore,26447,2,8.0,No
51,Male,Chennai,25499,93,1.3,No
53,Male,Bangalore,59041,97,2.2,No
19,Female,Mumbai,51315,74,7.7,Yes
32,Female,Delhi,21299,98,0.7,No
51,Male,Hyderabad,140506,55,8.3,Yes
53,Male,Bangalore,125005,72,0.6,No
23,Male,Mumbai,24994,60,6.7,Yes
56,Male,Hyderabad,115414,97,4.0,Yes
59,Male,Hyderabad,101163,6,6.3,Yes
29,Male,Chennai,146759,19,7.1,Yes
20,Female,Hyderabad,27489,96,3.8,Yes
62,Male,Mumbai,111647,27,1.5,No
35,Male,Mumbai,52355,1,1.2,No
57,Female,Bangalore,93805,33,6.1,Yes
38,Male,Bangalore,88367,40,5.4,Yes
32,Male,Bangalore,129906,32,7.6,Yes
50,Male,Hyderabad,137409,69,5.3,Yes
52,Male,Hyderabad,97355,17,4.5,Yes
43,Male,Chennai,136220,8,4.3,Yes
25,Female,Bangalore,110349,57,0.8,Yes
53,Male,Delhi,107173,42,3.7,Yes
47,Female,Chennai,21996,98,9.8,Yes
40,Female,Delhi,139999,9,8.8,Yes
59,Male,Hyderabad,64387,87,3.6,Yes
61,Female,Chennai,134965,35,6.1,Yes
31,Male,Chennai,23089,71,8.5,Yes
31,Female,Mumbai,118827,79,4.7,Yes
19,Female,Hyderabad,40659,53,0.7,No
54,Male,Hyderabad,65178,54,1.2,Yes
22,Male,Chennai,140053,84,5.3,Yes
55,Male,Hyderabad,115965,25,9.7,Yes
62,Male,Chennai,101268,67,7.1,No
58,Male,Mumbai,105042,62,1.2,Yes
64,Female,Chennai,126471,55,2.3,Yes
31,Female,Hyderabad,90726,46,7.8,Yes
56,Female,Hyderabad,90111,24,8.5,Yes
42,Female,Chennai,126031,98,6.4,Yes
37,Female,Chennai,133682,46,6.6,Yes
19,Female,Chennai,54565,22,0.8,Yes
56,Female,Bangalore,120435,11,8.4,Yes
23,Male,Hyderabad,109242,48,8.0,Yes
